customer_id,ts,promo_code_type
028fd173e0bbd2ff71a82af47b91c927db1eebbb,2022-03-03 21:02:07.752,
72773a85cb715ab76f2d9be3e65d02a028b9a855,2022-03-05 13:25:38.493,3_for_30_percentage
6ba94896a54d3df36490db8ee7952e399efac897,2022-03-05 12:23:40.481,
5f367d76592552ff6f4137a842575d4fbda68f56,2022-03-05 10:24:15.812,
5f367d76592552ff6f4137a842575d4fbda68f56,2022-03-04 19:37:15.864,
17dc1cb42b90edaa4e01676d2364e9201fab2030,2022-03-04 17:12:25.076,
6ac1055ca505b54d48ed11d048e1881d41e6cd62,2022-03-04 20:52:58.502,
3aeb621dfb77ebe113fd82d26a44bd87692a2762,2022-03-05 18:22:17.047,3_for_30_percentage
5b99ded49362eb3400e1429c9c763df7de0fa050,2022-03-05 10:54:25.965,
e8e80693cae3c63ff4efca77d545c610592a7e49,2022-03-05 17:02:43.452,3_for_30_percentage
9484ae002dd99af3993f6a04f069fbec17e05148,2022-03-05 16:24:48.194,
e29b33c5252454f39aec3b4c6e4a0eff5c330288,2022-03-04 20:08:02.427,
c5d96b69e84c74f072de992d8096d3b5f6b5605b,2022-03-03 19:35:13.695,3_for_50_percentage
d1bef7f3a1718ed5a27616aa6c834f065bc50aaf,2022-03-04 19:55:11.631,
471dfabe299748955bf11015e3a768c7e0f22f00,2022-03-05 16:06:15.690,3_for_50_percentage
94bf22ca5cc8c36b0e74dc3afe0c29b0068e29c5,2022-03-05 11:56:39.887,
53e5065c0ab9985f2929f78a1548a832afe01301,2022-03-04 22:00:56.859,3_for_30_percentage
469c3e066256c4d0af8d7b2811ae7ed0cbc30617,2022-03-03 19:17:38.748,
3cccfc2d6a8d7978dca26c9d5725f4e89491eaf5,2022-03-05 11:26:24.420,3_for_30_percentage
a927a5dca64c02060d7de3599928fcc46aafdcad,2022-03-05 14:54:46.222,3_for_30_percentage
4c7354679a3dd8c139ff28358773c527692dbffb,2022-03-04 10:25:14.243,
95d382bea132568135d6b4ef6ce5cfbb8b9b4790,2022-03-03 20:14:11.610,
0880cf477ad6b7c90518dc555b2a63f28958fca9,2022-03-05 17:41:23.545,
8d0ce31617bd67bc39fc99b3d69344d15ca92d65,2022-03-05 08:16:20.834,
d4a4905584a10c1c6d13cc1c15862147785d881c,2022-03-05 17:41:45.329,3_for_30_percentage
67aa56eb859c346e8a6b2905637a8c7c297be794,2022-03-05 15:50:43.038,3_for_10_fixed
4530c687abfcc9a6a7be4359d37d6a24fc3982ba,2022-03-05 12:12:49.210,3_for_30_percentage
492bda5561b2cdfacf3d78cc3ac672e5e7c015f8,2022-03-05 15:53:01.628,other_fixed_50
b14208ba3f18ceac0334cb3f93992160f479d541,2022-03-05 13:13:21.613,
ffc8d6eb0ea60a064e85c76585b49b1da24e3a67,2022-03-04 20:04:46.092,3_for_50_percentage
324d013d4c0dca425cde5bbff7e6c7fbc232162c,2022-03-05 19:43:16.612,3_for_30_percentage
766227a553387aec8b6873dd2a700f65a5f711e9,2022-03-04 21:07:34.106,3_for_30_percentage
da6a7ed88592116447709188ea73460d9a7e80b1,2022-03-05 15:18:11.896,
c67afab1d7c9c8b103bf4bcc0f0b331a6d0f6278,2022-03-04 21:39:56.517,3_for_30_percentage
477066275b58e120c60714821aec9b0600e7b1c0,2022-03-04 13:53:20.537,3_for_30_percentage
de27360cbc6ee38298bbf1991f3741dac8d37fd9,2022-03-04 13:21:17.093,
b005c2cf084389364e944afb47b0675c819c7289,2022-03-04 20:20:17.394,3_for_30_percentage
b005c2cf084389364e944afb47b0675c819c7289,2022-03-05 20:29:25.659,3_for_30_percentage
dd70035970ad8e51aaa030e7efec3323561c0b93,2022-03-04 11:14:41.242,3_for_50_percentage
c2b2b028cef1eec382026b65d03dc9e845493223,2022-03-03 21:45:49.040,3_for_30_percentage
3f3a07fc231bcfe2b20cc614a2316456187a4d21,2022-03-04 16:10:44.528,
ad2f562be76beb0dd64a397155c3c4ac72211799,2022-03-05 20:32:59.581,3_for_30_percentage
60a3a3a63130e889e69b1b3c97168e7f2bbc7b54,2022-03-04 10:35:23.659,3_for_30_percentage
3d4b0cee3022fa2d7705167156785b83e660387a,2022-03-05 11:47:38.447,
efd9cd91100b94ec44982ba13c73ef7363a0c220,2022-03-04 19:08:09.159,3_for_30_percentage
7e1ec40d6721744f4558a263866deb38487eec60,2022-03-04 21:48:29.977,
7e1ec40d6721744f4558a263866deb38487eec60,2022-03-05 19:43:43.655,
acfd247d3b90e247a64074006542ba30cd5928a5,2022-03-04 16:33:09.428,
8df2508e60627cca0b940c8d4053d04bede29215,2022-03-03 18:31:53.057,3_for_10_fixed
64b7d6d590af4bb1b17caccf5330fedb952ef9c3,2022-03-05 10:01:19.564,3_for_30_percentage
8422684fd928296ac5e1e1ecf3cb8b23158bc5e1,2022-03-04 21:24:45.385,
004f5033b0e93b60b3d58ed790999d1ec0afea6b,2022-03-05 18:54:38.404,
dfa4d3a5d78dab9473745776b6beb93aebce50f8,2022-03-05 12:49:28.328,
11a8c3b00bed65469aa4352dce7aa5714e1686ff,2022-03-04 18:38:58.236,
db4f2cc8bbf759f7aadc419479d5aaac61c953a7,2022-03-03 19:03:00.103,
58747917c3e433b5e793b035df07ee278454d66e,2022-03-05 09:12:00.576,
dfaef23eff0f68a8000399554ed7c1b4d1672b7b,2022-03-05 18:52:04.419,
f0632edb5d669382fee12272d0d87208d1d6ab63,2022-03-04 18:14:38.516,
d71f8c5282ce35b0d3997f1c4d96efd4baa31105,2022-03-05 15:25:52.727,
2c0db44f7a1d1ec139024122d7a48d8d383a792b,2022-03-05 19:04:23.160,
30c8744f529cd01a86a22c916b911b64dfafc3b7,2022-03-05 19:53:51.266,3_for_10_fixed
d92cc0b225a34dca9cd9b389568dfcf4237db691,2022-03-05 19:51:07.699,3_for_30_percentage
2fb184f3504e549824d5fd5bb57ef9ed4a310e8d,2022-02-03 10:11:08.002,
592860497643f895c28ebdf91da4e0fa6e846dcc,2022-03-05 20:30:10.082,3_for_30_percentage
3cc298ceaa1cb23c253619cf5ce63c983c4a54bd,2022-03-05 21:44:49.641,3_for_50_percentage
24f93eec27035c0abfaa34890bf2d2a32b9ea96c,2022-03-05 20:07:14.304,
b6f2b3c08eb3626c4936e7a837a312e7f2195946,2022-03-05 22:33:19.673,
76e6fda3f9eeadd3bcee2f453dd99bf83409f78e,2022-02-18 17:53:36.753,3_for_50_percentage
76e6fda3f9eeadd3bcee2f453dd99bf83409f78e,2022-02-17 10:15:48.617,3_for_50_percentage
144cfdeac6a8142b842cd9b97de7670a2d2154e4,2021-11-18 15:54:24.323,other_fixed_30
6e6713dd0f4af6b09968ccbd051597622b4a957f,2022-01-05 22:04:30.418,3_for_50_percentage
6e6713dd0f4af6b09968ccbd051597622b4a957f,2022-01-08 15:07:49.730,3_for_50_percentage
ac3f5a46f7aa5e203fe7e00386246d35b61a1384,2021-10-10 11:22:09.444,other_fixed_20
3b89348cbe4c1c3c7b21ade4e0d52d9e96a499ab,2022-02-13 14:57:32.141,3_for_30_percentage
3b89348cbe4c1c3c7b21ade4e0d52d9e96a499ab,2022-02-06 20:02:06.302,3_for_30_percentage
3b89348cbe4c1c3c7b21ade4e0d52d9e96a499ab,2022-02-28 12:45:58.143,
3b89348cbe4c1c3c7b21ade4e0d52d9e96a499ab,2022-02-13 14:41:21.407,3_for_30_percentage
893bff0e1f33566960b9cb4ab1dedc9a7a183bee,2022-02-22 16:30:33.840,
7e86ac180e9526e127fc339e2a9299caf69fd1ab,2021-12-12 20:18:45.915,other_fixed_30
ad4426373e26365963cbbecadd0d127ada31001d,2022-01-23 09:42:26.985,3_for_30_percentage
7ba71405444a42f90d08692ccb0172dd85bdd471,2021-12-18 20:07:44.170,
7ba71405444a42f90d08692ccb0172dd85bdd471,2021-12-18 20:12:32.304,
7ba71405444a42f90d08692ccb0172dd85bdd471,2021-10-03 19:57:46.518,other_fixed_20
7ba71405444a42f90d08692ccb0172dd85bdd471,2022-01-16 11:49:31.892,
7ba71405444a42f90d08692ccb0172dd85bdd471,2021-11-10 19:40:30.535,
7ba71405444a42f90d08692ccb0172dd85bdd471,2021-12-28 18:18:13.820,
87e7ec148ae41c192e3ffa92937cbe06686daa21,2022-01-03 10:11:52.958,other_fixed_20
e7d2a92829a9b687594fa0c678f672344b9f6810,2022-01-22 08:28:19.446,3_for_30_percentage
da538976f620687cf8352b4086f538a177e5e6a6,2021-11-29 21:06:09.539,other_fixed_20
da538976f620687cf8352b4086f538a177e5e6a6,2022-01-16 11:54:34.367,3_for_10_fixed
da538976f620687cf8352b4086f538a177e5e6a6,2022-02-04 20:18:37.877,3_for_10_fixed
da538976f620687cf8352b4086f538a177e5e6a6,2021-12-09 17:32:14.165,3_for_10_fixed
7cf0f75ce70ef0c3bbb667cfadda64ee9e25bf7d,2022-01-07 11:33:34.219,other_fixed_20
ff1a42e341e73723e77cfab1e3622cafbf2655fd,2022-02-08 18:13:30.253,
ac0e10895d8590ac9a675a6b701d464631b29106,2022-01-26 11:04:37.916,other_fixed_20
ac0e10895d8590ac9a675a6b701d464631b29106,2022-02-27 11:04:35.995,
ac0e10895d8590ac9a675a6b701d464631b29106,2022-02-01 16:23:54.783,3_for_10_fixed
2aea313aa0a72d6350a03849205bce897e4b5694,2022-01-28 14:37:39.192,3_for_10_fixed
73b58c6b6edec8ff27c98f4cfc26612a04c26370,2022-02-02 22:01:29.666,3_for_50_percentage
4f389ef5a958a8525a7c1ac04aa1442a61e1f6f2,2022-02-19 21:47:09.988,
4bc3828d680696b842d5fd8ff6100d58a8b43b07,2022-02-03 12:13:18.653,
98bd4a48f6c8c1ff4d24e7c00c05ff08d62045bb,2022-01-04 17:45:22.062,3_for_10_fixed
51cbe8eabcde8cc2c2f85885f7235e2c3dc43fa2,2021-11-18 15:02:13.890,other_fixed_30
9b40b67d1a76d5aac963e334adfa427d869c0114,2022-02-19 15:04:54.763,
9b40b67d1a76d5aac963e334adfa427d869c0114,2022-02-11 11:24:38.474,
9b40b67d1a76d5aac963e334adfa427d869c0114,2022-02-23 09:46:33.910,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-01-07 19:08:12.572,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-02-23 19:00:29.451,
cbfb0933537faa7d9b1ab2212ead2af149489609,2021-12-16 10:33:27.370,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-02-06 17:04:45.900,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-01-21 18:54:59.461,
cbfb0933537faa7d9b1ab2212ead2af149489609,2021-12-31 16:32:27.136,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-02-09 21:55:27.701,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-01-16 13:28:19.908,
cbfb0933537faa7d9b1ab2212ead2af149489609,2022-02-02 09:36:34.900,
df17be6253332480d80c3566f13e7fba930ee2ab,2022-01-28 12:02:38.949,other_fixed_20
e2039f70ccdff401a3c30c744cab9cbf3d620fa9,2022-01-11 20:14:07.377,other_fixed_20
38a034ee3405cec9a13a78a1d355221a0bb78576,2022-02-10 18:18:18.387,3_for_30_percentage
729d5f2fb4d630f409180bb2d4f3c4188c989336,2022-01-07 21:53:00.565,other_fixed_30
5f206a27689dec589bf5e5597a8eeb6106b3353c,2021-12-19 14:46:36.280,
561a919e75d1bd71198385a78453081c96a7c591,2022-01-26 10:58:59.744,3_for_10_fixed
565b6913807e07b5d85f4d0fc74379b190ef3c66,2022-01-28 15:45:51.745,3_for_10_fixed
565b6913807e07b5d85f4d0fc74379b190ef3c66,2022-01-01 11:16:42.689,3_for_10_fixed
565b6913807e07b5d85f4d0fc74379b190ef3c66,2022-02-10 19:24:23.599,
565b6913807e07b5d85f4d0fc74379b190ef3c66,2022-01-13 19:23:46.265,3_for_10_fixed
2c9507479cc849ed649d1d424bfcd1078b25352b,2021-11-14 14:27:39.111,other_fixed_20
2c9507479cc849ed649d1d424bfcd1078b25352b,2021-12-03 12:32:28.617,
2c9507479cc849ed649d1d424bfcd1078b25352b,2021-11-14 14:56:33.911,other_fixed_10
2c9507479cc849ed649d1d424bfcd1078b25352b,2021-11-19 19:22:45.735,
2579b8e4d4cbb33dbd385e946805811b3efcfef6,2022-03-01 15:28:28.340,
1dc40dc5a2aeeeb043f5415bda1fe4b7cb9f0598,2022-01-30 17:40:16.507,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2021-11-19 17:53:39.616,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2022-01-30 10:57:09.370,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2022-01-02 18:48:22.534,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2022-02-06 12:21:32.332,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2021-12-29 20:38:23.254,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2022-01-22 13:41:15.851,
9203d9a62a215cafa2b69c40fab366ea4af12ef0,2022-02-04 12:37:05.473,
2b7f9a902d3e29671c638e1f391f4f09b12e202a,2022-01-30 13:06:18.641,3_for_30_percentage
2b7f9a902d3e29671c638e1f391f4f09b12e202a,2021-12-04 11:00:31.928,
2b7f9a902d3e29671c638e1f391f4f09b12e202a,2022-02-05 13:37:08.807,3_for_30_percentage
2b7f9a902d3e29671c638e1f391f4f09b12e202a,2021-12-29 19:02:04.267,
7ab614134420cea5c305ff5921eb1ee3ac1b134e,2021-11-19 10:05:40.811,other_fixed_30
d2be694f5c5faad34cbe76b3d9ebf95ce064142b,2021-11-20 15:18:11.971,other_fixed_20
5cf0b4882d45abd588c4babb396426b26ca8db0c,2022-02-01 20:14:41.140,3_for_50_percentage
4cb898708ca1c73648673c2ce309b5a3f22a063c,2022-02-20 16:35:47.817,
9340189b35c6b4e554f4643c4e0528deeadc5975,2022-02-06 18:10:54.045,3_for_10_fixed
daeee7046f25cf9a4c25b795dd495aa45d83d442,2021-12-30 19:24:30.082,
daeee7046f25cf9a4c25b795dd495aa45d83d442,2022-01-08 16:54:03.984,
daeee7046f25cf9a4c25b795dd495aa45d83d442,2022-01-16 17:24:27.055,
daeee7046f25cf9a4c25b795dd495aa45d83d442,2022-03-03 20:29:24.816,
1864b27137989e1321a49bedf538f8b617336552,2021-12-22 17:08:08.475,
1864b27137989e1321a49bedf538f8b617336552,2022-02-03 17:59:22.413,
1864b27137989e1321a49bedf538f8b617336552,2022-01-26 20:27:48.531,
1864b27137989e1321a49bedf538f8b617336552,2022-02-11 19:26:43.994,
1864b27137989e1321a49bedf538f8b617336552,2022-02-28 18:37:49.972,
1864b27137989e1321a49bedf538f8b617336552,2022-03-03 20:39:09.339,
6189b816c48c367b1577856518088edf769447a6,2022-03-05 20:23:36.758,3_for_30_percentage
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-02-17 11:05:57.196,other_percentage_30
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-02-19 12:59:52.222,
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-02-08 13:16:05.916,
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-02-13 10:52:39.294,other_fixed_5
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2021-11-22 14:27:39.930,other_fixed_20
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-01-25 19:05:31.148,3_for_10_fixed
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2021-12-25 14:44:15.301,3_for_10_fixed
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2022-03-01 15:31:23.466,sorry
52d8b1fb989fe1986adf3aa676186f5c257cf8d0,2021-11-29 20:06:40.187,3_for_10_fixed
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2021-12-19 16:52:20.345,3_for_10_fixed
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2021-12-14 19:36:29.904,3_for_10_fixed
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2021-11-09 18:45:43.154,other_fixed_20
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2022-01-29 08:56:08.494,3_for_30_percentage
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2022-02-05 11:41:22.268,
3b1620f8dafa2bb97c66304dba66d302f6d7c836,2022-01-14 09:19:13.723,3_for_10_fixed
257bd3d497d15c2de86e282c47fc5689ac091c89,2022-01-25 20:33:11.651,3_for_50_percentage
ded75b23c32dab7a66ae386738249f1959d51b0e,2022-02-06 20:28:19.419,
ded75b23c32dab7a66ae386738249f1959d51b0e,2022-02-01 16:01:43.459,
ded75b23c32dab7a66ae386738249f1959d51b0e,2022-02-01 10:03:37.874,
ded75b23c32dab7a66ae386738249f1959d51b0e,2022-02-22 17:49:48.663,
ded75b23c32dab7a66ae386738249f1959d51b0e,2022-03-01 21:39:23.796,
e72e0acb645139ed25d05267264df3e44b9b09a5,2022-01-22 09:31:56.452,other_fixed_5
e72e0acb645139ed25d05267264df3e44b9b09a5,2022-01-28 11:10:54.512,3_for_50_percentage
e72e0acb645139ed25d05267264df3e44b9b09a5,2022-02-06 16:28:57.423,3_for_50_percentage
0b947a5921567be33e25e4762ef6daa597bdbf85,2021-12-31 09:34:58.987,
0b947a5921567be33e25e4762ef6daa597bdbf85,2022-01-01 17:52:02.585,
0b947a5921567be33e25e4762ef6daa597bdbf85,2021-12-29 19:10:41.986,other_fixed_20
f03559b7516df99b296a0079b5385ffbfc8baf4b,2022-02-21 16:37:26.399,3_for_30_percentage
e409cc233b99e95f9afc21037eac8a32d3663204,2022-02-12 16:40:11.140,
e409cc233b99e95f9afc21037eac8a32d3663204,2021-11-03 12:34:01.327,other_fixed_20
7e25f3666d65c374b4c106d4012444cea549b39f,2021-12-10 22:33:27.871,
ee1fa73f6e167157081eca42fade18242ad67079,2022-02-06 18:53:50.417,3_for_10_fixed
ee1fa73f6e167157081eca42fade18242ad67079,2021-12-04 18:22:57.197,3_for_10_fixed
cfbcbd369cf3a67817e14e785a8461315f439675,2022-01-28 16:19:14.135,
cfbcbd369cf3a67817e14e785a8461315f439675,2022-02-04 15:01:27.180,
f44463a76d333778119bc2ee225d009fec8a785c,2022-02-20 10:40:30.870,3_for_50_percentage
f44463a76d333778119bc2ee225d009fec8a785c,2022-02-18 16:55:32.482,3_for_50_percentage
8e7fa3542934f769cadd78346670c7e69e2c06a1,2021-12-24 19:29:53.856,3_for_10_fixed
8e7fa3542934f769cadd78346670c7e69e2c06a1,2021-12-19 21:12:06.349,other_fixed_20
8e7fa3542934f769cadd78346670c7e69e2c06a1,2021-12-24 19:21:49.369,
8e7fa3542934f769cadd78346670c7e69e2c06a1,2022-01-10 12:36:18.387,3_for_10_fixed
8e7fa3542934f769cadd78346670c7e69e2c06a1,2022-01-02 15:22:50.948,3_for_10_fixed
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-17 13:53:03.875,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-08 12:18:41.345,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-14 17:52:07.409,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-27 16:55:48.954,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-21 13:50:42.167,3_for_50_percentage
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-26 13:28:21.334,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-18 11:02:29.118,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-25 14:02:01.660,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-31 13:22:29.575,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-20 11:58:53.473,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-10 12:39:44.199,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-03-01 22:56:06.025,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-27 14:10:26.614,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-10 12:33:00.740,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-10 17:35:26.936,3_for_10_fixed
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-03-05 14:13:58.855,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-06 18:52:15.082,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-30 14:10:56.370,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-11 19:01:31.520,3_for_10_fixed
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-19 16:52:03.861,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-25 13:11:26.635,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-19 13:53:34.267,3_for_50_percentage
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-08 20:58:47.162,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-26 11:49:54.551,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-02 14:39:33.143,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-03 14:02:31.906,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-09 12:58:14.708,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-29 13:51:26.211,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-01 12:40:36.915,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-01-10 14:46:49.210,3_for_10_fixed
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-05 15:02:10.856,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-24 20:33:22.409,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-03-03 21:26:33.416,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-07 19:17:35.202,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-11 14:54:20.044,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-25 10:46:16.951,
9b996f64e32dc795803a5a2a1cb479a85a96e6ad,2022-02-22 11:15:10.706,
32b0727c5232ae8d49162e2dd2b2137965793f75,2022-03-02 23:14:19.445,3_for_10_fixed
32b0727c5232ae8d49162e2dd2b2137965793f75,2022-03-02 23:36:16.233,3_for_10_fixed
1a5aa611460c1b275f68af35fe7fa3767446b86c,2022-01-30 12:26:15.598,3_for_10_fixed
1a5aa611460c1b275f68af35fe7fa3767446b86c,2022-02-19 11:04:44.690,3_for_10_fixed
8aa935838068bdfc095adfe9246935215d07c287,2022-03-03 10:37:31.167,
6e000939b5909fde1ac4b2d2906c41e905ec70e9,2021-12-10 17:36:38.588,other_fixed_20
75cd46203b8248499d0b2ec4787289042637bb22,2021-11-19 19:07:06.537,other_fixed_20
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-21 18:40:09.555,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-10 13:17:59.606,3_for_15_fixed
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-06 17:36:37.972,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-17 15:28:23.000,3_for_10_fixed
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-02-08 13:59:16.080,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-02-15 15:42:05.249,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-08 14:00:31.652,3_for_15_fixed
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-03-02 13:38:49.746,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-20 19:25:10.789,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-02-13 17:16:29.125,
3a64ba4b997699ba153ddfd9540a495767a72a2b,2022-01-24 18:23:11.306,
